STATE,PLANT,LAT,LON,COAL,OIL,GAS,NUCLEAR,HYDRO,BIOMASS,WIND,SOLAR,GEOTHERMAL,OTHER,TOTAL GENERATION,PERCENT COAL,PERCENT OIL,PERCENT GAS,PERCENT NUCLEAR,PERCENT HYDRO,PERCENT BIOMASS,PERCENT WIND,PERCENT SOLAR,PERCENT GEOTHERMAL,PERCENT OTHER,TOTAL RENEWABLE,TOTAL NONRENEWABLE,PERCENT RENEWABLE,PERCENT NONRENEWABLE
AK,BLACK BEAR LAKE,55.4764,-133.1483,0.0,0.0,0.0,0.0,"20,822.0",0.0,0.0,0.0,0.0,0.0,"20,822.0",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"20,822.0",0.0,100.00%,0.00%
AK,BLUE LAKE,57.0516,-135.2297,0.0,0.0,0.0,0.0,"58,422.0",0.0,0.0,0.0,0.0,0.0,"58,422.0",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"58,422.0",0.0,100.00%,0.00%
AK,BRADLEY LAKE,59.7554,-150.8511,0.0,0.0,0.0,0.0,"348,271.0",0.0,0.0,0.0,0.0,0.0,"348,271.0",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"348,271.0",0.0,100.00%,0.00%
AK,CENTENNIAL,55.1139,-131.5481,0.0,-236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-236.0,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,-236.0,0.00%,100.00%
AK,CHESTER LAKE,55.1139,-131.5481,0.0,0.0,0.0,0.0,"3,130.0",0.0,0.0,0.0,0.0,0.0,"3,130.0",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"3,130.0",0.0,100.00%,0.00%
AK,COOPER LAKE,60.4908,-149.8158,0.0,0.0,0.0,0.0,"45,390.0",0.0,0.0,0.0,0.0,0.0,"45,390.0",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"45,390.0",0.0,100.00%,0.00%
AK,CRAIG,55.4764,-133.1483,0.0,-84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-84.0,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,-84.0,0.00%,100.00%
AK,DELTA POWER,64.0283,-145.7181,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,13.0,0.00%,100.00%
AK,DILLINGHAM,59.6708,-157.8900,0.0,"19,143.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"19,143.0",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,"19,143.0",0.00%,100.00%
AK,DUTCH HARBOR,53.9761,-166.5361,0.0,"28,270.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28,270.0",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,"28,270.0",0.00%,100.00%
AK,EIELSON AFB CENTRAL HEAT & POWER PLANT,64.6711,-147.0719,"68,398.0","1,249.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"69,647.0",98.21%,1.79%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,"69,647.0",0.00%,100.00%
AK,EKLUTNA HYDRO PROJECT,61.6050,-149.1192,0.0,0.0,0.0,0.0,"74,203.0",0.0,0.0,0.0,0.0,0.0,"74,203.0",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"74,203.0",0.0,100.00%,0.00%
AK,ELIM,64.6206,-162.2772,0.0,"1,137.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,137.0",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,"1,137.0",0.00%,100.00%
AK,EMMONAK,62.8719,-164.4864,0.0,"3,119.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"3,119.0",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,"3,119.0",0.00%,100.00%
AK,FAIRBANKS,64.8547,-147.7164,0.0,"10,318.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"10,318.0",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,"10,318.0",0.00%,100.00%
AK,FALSE ISLAND,55.4889,-133.1339,0.0,295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.0,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,295.0,0.00%,100.00%
AK,FORT GREELY POWER PLANT,63.0947,-145.7172,0.0,507.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,507.6,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,507.6,0.00%,100.00%
AK,GALENA ELECTRIC UTILITY,64.7407,-156.9551,0.0,"6,022.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"6,022.0",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,"6,022.0",0.00%,100.00%
AK,GAMBELL,63.7667,-171.7375,0.0,"1,557.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,557.0",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,"1,557.0",0.00%,100.00%
AK,GEORGE M SULLIVAN GENERATION PLANT 2,61.1344,-149.0846,0.0,531.8,"1,047,883.2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,048,415.0",0.00%,0.05%,99.95%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,"1,048,415.0",0.00%,100.00%
AK,GLENNALLEN,61.9769,-146.5494,0.0,"5,336.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"5,336.0",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,"5,336.0",0.00%,100.00%
AK,GOAT LAKE HYDRO,59.4550,-135.3264,0.0,0.0,0.0,0.0,"15,705.0",0.0,0.0,0.0,0.0,0.0,"15,705.0",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"15,705.0",0.0,100.00%,0.00%
AK,GOLD CREEK,58.3000,-134.4061,0.0,17.0,0.0,0.0,"4,530.0",0.0,0.0,0.0,0.0,0.0,"4,547.0",0.00%,0.37%,0.00%,0.00%,99.63%,0.00%,0.00%,0.00%,0.00%,0.00%,"4,530.0",17.0,99.63%,0.37%
AK,GREEN LAKE,56.9858,-135.1211,0.0,0.0,0.0,0.0,"58,101.0",0.0,0.0,0.0,0.0,0.0,"58,101.0",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"58,101.0",0.0,100.00%,0.00%
AK,GWITCHYAA ZHEE,66.5208,-145.3064,0.0,"2,698.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"2,698.0",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,"2,698.0",0.00%,100.00%
AK,HAINES,59.2358,-135.4450,0.0,-226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-226.0,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,-226.0,0.00%,100.00%
AK,HEALY,63.8542,-148.9500,"189,476.7",308.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"189,785.0",99.84%,0.16%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,"189,785.0",0.00%,100.00%
AK,HOONAH,58.1833,-135.7433,0.0,"4,562.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"4,562.0",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,"4,562.0",0.00%,100.00%
AK,HOOPER BAY,61.5208,-166.1003,0.0,"2,607.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"2,607.0",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,"2,607.0",0.00%,100.00%
AK,HYDABURG,55.2081,-132.8267,0.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.0,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,-13.0,0.00%,100.00%
AK,INTERNATIONAL,61.1703,-149.9103,0.0,0.0,"1,298.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,298.0",0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,"1,298.0",0.00%,100.00%
AK,JARVIS STREET,57.0497,-135.3128,0.0,-169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-169.0,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,-169.0,0.00%,100.00%
AK,KAKE,56.1522,-133.1519,0.0,"2,392.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"2,392.0",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,"2,392.0",0.00%,100.00%
AK,KASIDAYA CREEK HYDRO,59.4072,-135.3408,0.0,0.0,0.0,0.0,"7,266.0",0.0,0.0,0.0,0.0,0.0,"7,266.0",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"7,266.0",0.0,100.00%,0.00%
AK,KASIGLUK,60.8731,-162.5197,0.0,"2,181.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"2,181.0",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,"2,181.0",0.00%,100.00%
AK,KETCHIKAN,55.3633,-131.6778,0.0,0.0,0.0,0.0,"23,338.0",0.0,0.0,0.0,0.0,0.0,"23,338.0",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"23,338.0",0.0,100.00%,0.00%
AK,KIANA,67.5683,-160.5053,0.0,"1,515.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,515.0",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,"1,515.0",0.00%,100.00%
AK,KING COVE,55.7272,-160.7167,0.0,"4,480.6",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"4,480.6",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,"4,480.6",0.00%,100.00%
AK,KIVALINA,67.6300,-163.7189,0.0,"1,202.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,202.0",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,"1,202.0",0.00%,100.00%
AK,KODIAK,57.7850,-152.4247,0.0,"9,766.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"9,766.0",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,"9,766.0",0.00%,100.00%
AK,KOTLIK,62.9456,-163.7614,0.0,"1,944.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,944.0",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,"1,944.0",0.00%,100.00%
AK,KOTZEBUE,66.2053,-160.2692,0.0,"20,758.0",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"20,759.0",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.0,"20,758.0",0.00%,100.00%
AK,KOYUK,64.9300,-161.1600,0.0,"1,367.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,367.0",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,"1,367.0",0.00%,100.00%
AK,LAKE DOROTHY HYDROELECTRIC PROJECT,58.2325,-134.0533,0.0,0.0,0.0,0.0,"58,741.0",0.0,0.0,0.0,0.0,0.0,"58,741.0",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"58,741.0",0.0,100.00%,0.00%
AK,LEMON CREEK,58.3514,-134.4986,0.0,-377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-377.0,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,-377.0,0.00%,100.00%
AK,MCGRATH,63.2369,-154.2194,0.0,"2,736.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"2,736.0",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,"2,736.0",0.00%,100.00%
AK,MOUNTAIN VILLAGE,62.1656,-163.0783,0.0,"2,805.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"2,805.0",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,"2,805.0",0.00%,100.00%
AK,NAKNEK,58.8128,-156.7319,0.0,"20,949.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"20,949.0",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,"20,949.0",0.00%,100.00%
AK,NEW HALEN,60.0650,-153.1217,0.0,411.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411.0,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,411.0,0.00%,100.00%
AK,NIKISKI CO-GENERATION,60.5619,-150.6222,0.0,0.0,"265,248.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,"265,248.0",0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,"265,248.0",0.00%,100.00%
AK,NOATAK,67.5700,-162.9800,0.0,"1,807.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,807.0",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,"1,807.0",0.00%,100.00%
AK,NOORVIK,66.8553,-160.4958,0.0,"1,998.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,998.0",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,"1,998.0",0.00%,100.00%
AK,NORTH POLE,64.7356,-147.3481,0.0,"520,322.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"520,322.0",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,"520,322.0",0.00%,100.00%
AK,NORTHWAY,62.9617,-141.9372,0.0,"1,257.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,257.0",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,"1,257.0",0.00%,100.00%
AK,NSB ANAKTUVUK PASS,68.7494,-152.1319,0.0,"3,253.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"3,253.0",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,"3,253.0",0.00%,100.00%
AK,NSB ATQUASUK UTILITY,70.4808,-157.3969,0.0,"2,989.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"2,989.0",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,"2,989.0",0.00%,100.00%
AK,NSB KAKTOVIK UTILITY,69.2925,-143.7303,0.0,"4,090.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"4,090.0",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,"4,090.0",0.00%,100.00%
AK,NSB POINT HOPE UTILITY,69.7407,-163.0087,0.0,"5,476.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"5,476.0",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,"5,476.0",0.00%,100.00%
AK,NSB POINT LAY UTILITY,69.6931,-169.9303,0.0,"3,628.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"3,628.0",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,"3,628.0",0.00%,100.00%
AK,NSB WAINWRIGHT UTILITY,70.5986,-160.0614,0.0,"5,301.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"5,301.0",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,"5,301.0",0.00%,100.00%
AK,NYMANS PLANT,57.7911,-152.4058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,0.0,0.00%,100.00%
AK,ORCA,60.5550,-145.7531,0.0,"8,269.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"8,269.0",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,"8,269.0",0.00%,100.00%
AK,PELICAN,57.9594,-136.2261,0.0,812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,812.0,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,812.0,0.00%,100.00%
AK,PETERSBURG,56.5583,-133.2544,0.0,633.1,0.0,0.0,"10,880.0",0.0,0.0,0.0,0.0,0.0,"11,513.1",0.00%,5.50%,0.00%,0.00%,94.50%,0.00%,0.00%,0.00%,0.00%,0.00%,"10,880.0",633.1,94.50%,5.50%
AK,PILLAR MOUNTAIN WIND PROJECT,57.7869,-152.4406,0.0,0.0,0.0,0.0,0.0,0.0,"12,606.0",0.0,0.0,0.0,"12,606.0",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,"12,606.0",0.0,100.00%,0.00%
AK,PILOT STATION,61.9381,-162.8750,0.0,"1,703.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,703.0",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,"1,703.0",0.00%,100.00%
AK,PORT LIONS,57.1451,-153.4767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,0.0,0.00%,0.00%
AK,POWER CREEK,60.5900,-145.5956,0.0,0.0,0.0,0.0,"17,599.0",0.0,0.0,0.0,0.0,0.0,"17,599.0",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"17,599.0",0.0,100.00%,0.00%
AK,PURPLE LAKE,55.1139,-131.5481,0.0,0.0,0.0,0.0,"16,239.0",0.0,0.0,0.0,0.0,0.0,"16,239.0",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"16,239.0",0.0,100.00%,0.00%
AK,QUINHAGAK,59.7539,-161.9008,0.0,"1,631.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,631.0",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,"1,631.0",0.00%,100.00%
AK,S W BAILEY,55.3633,-131.6778,0.0,-447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-447.0,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,-447.0,0.00%,100.00%
AK,SALMON CREEK 1,58.3261,-134.4625,0.0,0.0,0.0,0.0,"24,201.0",0.0,0.0,0.0,0.0,0.0,"24,201.0",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"24,201.0",0.0,100.00%,0.00%
AK,SAVOONGA,63.2500,-169.5889,0.0,"1,771.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,771.0",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,"1,771.0",0.00%,100.00%
AK,SCAMMON BAY,61.7900,-165.0689,0.0,"1,670.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,670.0",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,"1,670.0",0.00%,100.00%
AK,SELAWIK,66.5569,-160.1431,0.0,"2,714.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"2,714.0",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,"2,714.0",0.00%,100.00%
AK,SELDOVIA,59.4373,-151.7150,0.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,202.0,0.00%,100.00%
AK,SEWARD,60.1083,-149.4417,0.0,678.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678.0,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,678.0,0.00%,100.00%
AK,SHISHMAREF,65.0853,-165.1108,0.0,"1,603.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,603.0",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,"1,603.0",0.00%,100.00%
AK,SHUNGNAK,66.7100,-156.9889,0.0,"1,518.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,518.0",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.0,"1,518.0",0.00%,100.00%
AK,SILVIS,55.3633,-131.6778,0.0,0.0,0.0,0.0,"11,368.0",0.0,0.0,0.0,0.0,0.0,"11,368.0",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"11,368.0",0.0,100.00%,0.00%
AK,SKAGWAY,59.4583,-135.3139,0.0,-51.0,0.0,0.0,"3,569.0",0.0,0.0,0.0,0.0,0.0,"3,518.0",0.00%,-1.45%,0.00%,0.00%,101.45%,0.00%,0.00%,0.00%,0.00%,0.00%,"3,569.0",-51.0,101.45%,-1.45%
